original_icd_code,original_icd_version,canonical_icd_code,canonical_icd_version,long_title
I700,10,I700,10,Atherosclerosis of aorta
4401,9,I701,10,Atherosclerosis of renal artery
I701,10,I701,10,Atherosclerosis of renal artery
33371,9,G803,10,Athetoid cerebral palsy
G803,10,G803,10,Athetoid cerebral palsy
4260,9,I442,10,"Atrioventricular block, complete"
I442,10,I442,10,"Atrioventricular block, complete"
38481,9,H7381,10,Atrophic flaccid tympanic membrane
H7381,10,H7381,10,Atrophic flaccid tympanic membrane
38482,9,H7382,10,Atrophic nonflaccid tympanic membrane
H7382,10,H7382,10,Atrophic nonflaccid tympanic membrane
6114,9,N642,10,Atrophy of breast
N642,10,N642,10,Atrophy of breast
37645,9,H0531,10,Atrophy of orbit
H0531,10,H0531,10,Atrophy of orbit
5270,9,K110,10,Atrophy of salivary gland
K110,10,K110,10,Atrophy of salivary gland
6083,9,N500,10,Atrophy of testis
N500,10,N500,10,Atrophy of testis
5294,9,K144,10,Atrophy of tongue papillae
K144,10,K144,10,Atrophy of tongue papillae
6241,9,N905,10,Atrophy of vulva
N905,10,N905,10,Atrophy of vulva
38422,9,H721,10,Attic perforation of tympanic membrane
H721,10,H721,10,Attic perforation of tympanic membrane
38844,9,H9321,10,Auditory recruitment
H9321,10,H9321,10,Auditory recruitment
0624,9,A834,10,Australian encephalitis
A834,10,A834,10,Australian encephalitis
57142,9,K754,10,Autoimmune hepatitis
K754,10,K754,10,Autoimmune hepatitis
3373,9,G904,10,Autonomic dysreflexia
G904,10,G904,10,Autonomic dysreflexia
E9092,9,X361,10,"Avalanche, landslide, or mudslide"
X361,10,X361,10,"Avalanche, landslide, or mudslide"
30182,9,F606,10,Avoidant personality disorder
F606,10,F606,10,Avoidant personality disorder
8713,9,S057,10,Avulsion of eye
S057,10,S057,10,Avulsion of eye
V4983,9,Z7682,10,Awaiting organ transplant status
Z7682,10,Z7682,10,Awaiting organ transplant status
6060,9,N460,10,Azoospermia
N460,10,N460,10,Azoospermia
08882,9,B600,10,Babesiosis
B600,10,B600,10,Babesiosis
7907,9,R7881,10,Bacteremia
R7881,10,R7881,10,Bacteremia
4951,9,J671,10,Bagassosis
J671,10,J671,10,Bagassosis
6071,9,N476,10,Balanoposthitis
N476,10,N476,10,Balanoposthitis
0070,9,A070,10,Balantidiasis
A070,10,A070,10,Balantidiasis
28866,9,D72825,10,Bandemia
D72825,10,D72825,10,Bandemia
V4586,9,Z9884,10,Bariatric surgery status
Z9884,10,Z9884,10,Bariatric surgery status
53085,9,K227,10,Barrett's esophagus
K227,10,K227,10,Barrett's esophagus
0880,9,A44,10,Bartonellosis
A44,10,A44,10,Bartonellosis
25513,9,E2681,10,Bartter's syndrome
E2681,10,E2681,10,Bartter's syndrome
17301,9,C4401,10,Basal cell carcinoma of skin of lip
C4401,10,C4401,10,Basal cell carcinoma of skin of lip
17371,9,C4471,10,"Basal cell carcinoma of skin of lower limb, including hip"
C4471,10,C4471,10,"Basal cell carcinoma of skin of lower limb, including hip"
17331,9,C4431,10,Basal cell carcinoma of skin of other and unspecified parts of face
C4431,10,C4431,10,Basal cell carcinoma of skin of other and unspecified parts of face
17361,9,C4461,10,"Basal cell carcinoma of skin of upper limb, including shoulder"
C4461,10,C4461,10,"Basal cell carcinoma of skin of upper limb, including shoulder"
28865,9,D72824,10,Basophilia
D72824,10,D72824,10,Basophilia
V4984,9,Z7401,10,Bed confinement status
Z7401,10,Z7401,10,Bed confinement status
V695,9,Z7381,10,Behavioral insomnia of childhood
Z7381,10,Z7381,10,Behavioral insomnia of childhood
3510,9,G510,10,Bell's palsy
G510,10,G510,10,Bell's palsy
20951,9,D3A020,10,Benign carcinoid tumor of the appendix
D3A020,10,D3A020,10,Benign carcinoid tumor of the appendix
20953,9,D3A022,10,Benign carcinoid tumor of the ascending colon
D3A022,10,D3A022,10,Benign carcinoid tumor of the ascending colon
20961,9,D3A090,10,Benign carcinoid tumor of the bronchus and lung
D3A090,10,D3A090,10,Benign carcinoid tumor of the bronchus and lung
20952,9,D3A021,10,Benign carcinoid tumor of the cecum
D3A021,10,D3A021,10,Benign carcinoid tumor of the cecum
20955,9,D3A024,10,Benign carcinoid tumor of the descending colon
D3A024,10,D3A024,10,Benign carcinoid tumor of the descending colon
20941,9,D3A010,10,Benign carcinoid tumor of the duodenum
D3A010,10,D3A010,10,Benign carcinoid tumor of the duodenum
20943,9,D3A012,10,Benign carcinoid tumor of the ileum
D3A012,10,D3A012,10,Benign carcinoid tumor of the ileum
20942,9,D3A011,10,Benign carcinoid tumor of the jejunum
D3A011,10,D3A011,10,Benign carcinoid tumor of the jejunum
20964,9,D3A093,10,Benign carcinoid tumor of the kidney
D3A093,10,D3A093,10,Benign carcinoid tumor of the kidney
20950,9,D3A029,10,"Benign carcinoid tumor of the large intestine, unspecified portion"
D3A029,10,D3A029,10,"Benign carcinoid tumor of the large intestine, unspecified portion"
20957,9,D3A026,10,Benign carcinoid tumor of the rectum
D3A026,10,D3A026,10,Benign carcinoid tumor of the rectum
20956,9,D3A025,10,Benign carcinoid tumor of the sigmoid colon
D3A025,10,D3A025,10,Benign carcinoid tumor of the sigmoid colon
20940,9,D3A019,10,"Benign carcinoid tumor of the small intestine, unspecified portion"
D3A019,10,D3A019,10,"Benign carcinoid tumor of the small intestine, unspecified portion"
20963,9,D3A092,10,Benign carcinoid tumor of the stomach
D3A092,10,D3A092,10,Benign carcinoid tumor of the stomach
20962,9,D3A091,10,Benign carcinoid tumor of the thymus
D3A091,10,D3A091,10,Benign carcinoid tumor of the thymus
20954,9,D3A023,10,Benign carcinoid tumor of the transverse colon
D3A023,10,D3A023,10,Benign carcinoid tumor of the transverse colon
D3A09,10,D3A09,10,Benign carcinoid tumors of other sites
D3A098,10,D3A09,10,Benign carcinoid tumors of other sites
62134,9,N8501,10,Benign endometrial hyperplasia
N8501,10,N8501,10,Benign endometrial hyperplasia
3482,9,G932,10,Benign intracranial hypertension
G932,10,G932,10,Benign intracranial hypertension
D177,10,D177,10,Benign lipomatous neoplasm of other sites
D1779,10,D177,10,Benign lipomatous neoplasm of other sites
2270,9,D350,10,Benign neoplasm of adrenal gland
D350,10,D350,10,Benign neoplasm of adrenal gland
2276,9,D356,10,Benign neoplasm of aortic body and other paraganglia
D356,10,D356,10,Benign neoplasm of aortic body and other paraganglia
2233,9,D303,10,Benign neoplasm of bladder
D303,10,D303,10,Benign neoplasm of bladder
2130,9,D164,10,Benign neoplasm of bones of skull and face
D164,10,D164,10,Benign neoplasm of bones of skull and face
217,9,D24,10,Benign neoplasm of breast
D24,10,D24,10,Benign neoplasm of breast
2123,9,D143,10,Benign neoplasm of bronchus and lung
D143,10,D143,10,Benign neoplasm of bronchus and lung
2275,9,D355,10,Benign neoplasm of carotid body
D355,10,D355,10,Benign neoplasm of carotid body
2252,9,D320,10,Benign neoplasm of cerebral meninges
D320,10,D320,10,Benign neoplasm of cerebral meninges
2246,9,D313,10,Benign neoplasm of choroid
D313,10,D313,10,Benign neoplasm of choroid
2243,9,D310,10,Benign neoplasm of conjunctiva
D310,10,D310,10,Benign neoplasm of conjunctiva
2244,9,D311,10,Benign neoplasm of cornea
D311,10,D311,10,Benign neoplasm of cornea
2251,9,D333,10,Benign neoplasm of cranial nerves
D333,10,D333,10,Benign neoplasm of cranial nerves
2223,9,D293,10,Benign neoplasm of epididymis
D293,10,D293,10,Benign neoplasm of epididymis
2110,9,D130,10,Benign neoplasm of esophagus
D130,10,D130,10,Benign neoplasm of esophagus
2103,9,D102,10,Benign neoplasm of floor of mouth
D102,10,D102,10,Benign neoplasm of floor of mouth
2127,9,D151,10,Benign neoplasm of heart
D151,10,D151,10,Benign neoplasm of heart
2108,9,D107,10,Benign neoplasm of hypopharynx
D107,10,D107,10,Benign neoplasm of hypopharynx
2121,9,D141,10,Benign neoplasm of larynx
D141,10,D141,10,Benign neoplasm of larynx
2100,9,D100,10,Benign neoplasm of lip
D100,10,D100,10,Benign neoplasm of lip
2137,9,D162,10,Benign neoplasm of long bones of lower limb
D162,10,D162,10,Benign neoplasm of long bones of lower limb
2131,9,D165,10,Benign neoplasm of lower jaw bone
D165,10,D165,10,Benign neoplasm of lower jaw bone
2290,9,D360,10,Benign neoplasm of lymph nodes
D360,10,D360,10,Benign neoplasm of lymph nodes
2102,9,D11,10,Benign neoplasm of major salivary glands
D11,10,D11,10,Benign neoplasm of major salivary glands
2125,9,D152,10,Benign neoplasm of mediastinum
D152,10,D152,10,Benign neoplasm of mediastinum
2107,9,D106,10,Benign neoplasm of nasopharynx
D106,10,D106,10,Benign neoplasm of nasopharynx
2104,9,D103,10,Benign neoplasm of other and unspecified parts of mouth
D103,10,D103,10,Benign neoplasm of other and unspecified parts of mouth
2106,9,D105,10,Benign neoplasm of other parts of oropharynx
D105,10,D105,10,Benign neoplasm of other parts of oropharynx
2298,9,D367,10,Benign neoplasm of other specified sites
D367,10,D367,10,Benign neoplasm of other specified sites
220,9,D27,10,Benign neoplasm of ovary
D27,10,D27,10,Benign neoplasm of ovary
2271,9,D351,10,Benign neoplasm of parathyroid gland
D351,10,D351,10,Benign neoplasm of parathyroid gland
2221,9,D290,10,Benign neoplasm of penis
D290,10,D290,10,Benign neoplasm of penis
2109,9,D109,10,"Benign neoplasm of pharynx, unspecified"
D109,10,D109,10,"Benign neoplasm of pharynx, unspecified"
2274,9,D354,10,Benign neoplasm of pineal gland
D354,10,D354,10,Benign neoplasm of pineal gland
2222,9,D291,10,Benign neoplasm of prostate
D291,10,D291,10,Benign neoplasm of prostate
2231,9,D301,10,Benign neoplasm of renal pelvis
D301,10,D301,10,Benign neoplasm of renal pelvis
2245,9,D312,10,Benign neoplasm of retina
D312,10,D312,10,Benign neoplasm of retina
2134,9,D160,10,Benign neoplasm of scapula and long bones of upper limb
D160,10,D160,10,Benign neoplasm of scapula and long bones of upper limb
2224,9,D294,10,Benign neoplasm of scrotum
D294,10,D294,10,Benign neoplasm of scrotum
2138,9,D163,10,Benign neoplasm of short bones of lower limb
D163,10,D163,10,Benign neoplasm of short bones of lower limb
2135,9,D161,10,Benign neoplasm of short bones of upper limb
D161,10,D161,10,Benign neoplasm of short bones of upper limb
2253,9,D334,10,Benign neoplasm of spinal cord
D334,10,D334,10,Benign neoplasm of spinal cord
2254,9,D321,10,Benign neoplasm of spinal meninges
D321,10,D321,10,Benign neoplasm of spinal meninges
2111,9,D131,10,Benign neoplasm of stomach
D131,10,D131,10,Benign neoplasm of stomach
2220,9,D292,10,Benign neoplasm of testis
D292,10,D292,10,Benign neoplasm of testis
2126,9,D150,10,Benign neoplasm of thymus
D150,10,D150,10,Benign neoplasm of thymus
2101,9,D101,10,Benign neoplasm of tongue
D101,10,D101,10,Benign neoplasm of tongue
2105,9,D104,10,Benign neoplasm of tonsil
D104,10,D104,10,Benign neoplasm of tonsil
2122,9,D142,10,Benign neoplasm of trachea
D142,10,D142,10,Benign neoplasm of trachea
2232,9,D302,10,Benign neoplasm of ureter
D302,10,D302,10,Benign neoplasm of ureter
22381,9,D304,10,Benign neoplasm of urethra
D304,10,D304,10,Benign neoplasm of urethra
2211,9,D281,10,Benign neoplasm of vagina
D281,10,D281,10,Benign neoplasm of vagina
2212,9,D280,10,Benign neoplasm of vulva
D280,10,D280,10,Benign neoplasm of vulva
33393,9,G2583,10,Benign shuddering attacks
G2583,10,G2583,10,Benign shuddering attacks
2650,9,E511,10,Beriberi
E511,10,E511,10,Beriberi
28244,9,D561,10,Beta thalassemia
D561,10,D561,10,Beta thalassemia
7914,9,R822,10,Biliuria
R822,10,R822,10,Biliuria
29680,9,F319,10,"Bipolar disorder, unspecified"
F319,10,F319,10,"Bipolar disorder, unspecified"
1113,9,B363,10,Black piedra
B363,10,B363,10,Black piedra
1160,9,B40,10,Blastomycosis
B40,10,B40,10,Blastomycosis
37434,9,H023,10,Blepharochalasis
H023,10,H023,10,Blepharochalasis
37446,9,H0252,10,Blepharophimosis
H0252,10,H0252,10,Blepharophimosis
33381,9,G245,10,Blepharospasm
G245,10,G245,10,Blepharospasm
99932,9,T80211,10,Bloodstream infection due to central venous catheter
T80211,10,T80211,10,Bloodstream infection due to central venous catheter
30183,9,F603,10,Borderline personality disorder
F603,10,F603,10,Borderline personality disorder
0051,9,A051,10,Botulism food poisoning
A051,10,A051,10,Botulism food poisoning
73621,9,M2002,10,Boutonniere deformity
M2002,10,M2002,10,Boutonniere deformity
05911,9,B0861,10,Bovine stomatitis
B0861,10,B0861,10,Bovine stomatitis
34882,9,G9382,10,Brain death
G9382,10,G9382,10,Brain death
37906,9,H1502,10,Brawny scleritis
H1502,10,H1502,10,Brawny scleritis
T8421,10,T8421,10,Breakdown (mechanical) of internal fixation device of other bones
T84218,10,T8421,10,Breakdown (mechanical) of internal fixation device of other bones
T8431,10,T8431,10,"Breakdown (mechanical) of other bone devices, implants and grafts"
T84318,10,T8431,10,"Breakdown (mechanical) of other bone devices, implants and grafts"
T8251,10,T8251,10,Breakdown (mechanical) of other cardiac and vascular devices and implants
T82518,10,T8251,10,Breakdown (mechanical) of other cardiac and vascular devices and implants
T8441,10,T8441,10,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts"
T84418,10,T8441,10,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts"
T8531,10,T8531,10,"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts"
T85318,10,T8531,10,"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts"
T8341,10,T8341,10,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
T83418,10,T8341,10,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
T8561,10,T8561,10,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts"
T85618,10,T8561,10,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts"
T8311,10,T8311,10,Breakdown (mechanical) of other urinary devices and implants
T83118,10,T8311,10,Breakdown (mechanical) of other urinary devices and implants
T8231,10,T8231,10,Breakdown (mechanical) of other vascular grafts
T82318,10,T8231,10,Breakdown (mechanical) of other vascular grafts
490,9,J40,10,"Bronchitis, not specified as acute or chronic"
J40,10,J40,10,"Bronchitis, not specified as acute or chronic"
0239,9,A239,10,"Brucellosis, unspecified"
A239,10,A239,10,"Brucellosis, unspecified"
0200,9,A200,10,Bubonic plague
A200,10,A200,10,Bubonic plague
I820,10,I820,10,Budd-Chiari syndrome
4530,9,I820,10,Budd-chiari syndrome
30751,9,F502,10,Bulimia nervosa
F502,10,F502,10,Bulimia nervosa
37123,9,H181,10,Bullous keratopathy
H181,10,H181,10,Bullous keratopathy
38401,9,H7301,10,Bullous myringitis
H7301,10,H7301,10,Bullous myringitis
7271,9,M2161,10,Bunion
M2161,10,M2161,10,Bunion
9472,9,T281,10,Burn of esophagus
T281,10,T281,10,Burn of esophagus
9470,9,T280,10,Burn of mouth and pharynx
T280,10,T280,10,Burn of mouth and pharynx
94203,9,T2102,10,Burn of unspecified degree of abdominal wall
T2102,10,T2102,10,Burn of unspecified degree of abdominal wall
94503,9,T2501,10,Burn of unspecified degree of ankle
T2501,10,T2501,10,Burn of unspecified degree of ankle
94304,9,T2204,10,Burn of unspecified degree of axilla
T2204,10,T2204,10,Burn of unspecified degree of axilla
94406,9,T2306,10,Burn of unspecified degree of back of hand
T2306,10,T2306,10,Burn of unspecified degree of back of hand
94104,9,T2003,10,Burn of unspecified degree of chin
T2003,10,T2003,10,Burn of unspecified degree of chin
94302,9,T2202,10,Burn of unspecified degree of elbow
T2202,10,T2202,10,Burn of unspecified degree of elbow
94502,9,T2502,10,Burn of unspecified degree of foot
T2502,10,T2502,10,Burn of unspecified degree of foot
94301,9,T2201,10,Burn of unspecified degree of forearm
T2201,10,T2201,10,Burn of unspecified degree of forearm
94107,9,T2006,10,Burn of unspecified degree of forehead and cheek
T2006,10,T2006,10,Burn of unspecified degree of forehead and cheek
94400,9,T2300,10,"Burn of unspecified degree of hand, unspecified site"
T2300,10,T2300,10,"Burn of unspecified degree of hand, unspecified site"
94505,9,T2402,10,Burn of unspecified degree of knee
T2402,10,T2402,10,Burn of unspecified degree of knee
94103,9,T2002,10,Burn of unspecified degree of lip(s)
T2002,10,T2002,10,Burn of unspecified degree of lip(s)
94504,9,T2403,10,Burn of unspecified degree of lower leg
T2403,10,T2403,10,Burn of unspecified degree of lower leg
94108,9,T2007,10,Burn of unspecified degree of neck
T2007,10,T2007,10,Burn of unspecified degree of neck
94105,9,T2004,10,Burn of unspecified degree of nose (septum)
T2004,10,T2004,10,Burn of unspecified degree of nose (septum)
94405,9,T2305,10,Burn of unspecified degree of palm
T2305,10,T2305,10,Burn of unspecified degree of palm
94106,9,T2005,10,Burn of unspecified degree of scalp [any part]
T2005,10,T2005,10,Burn of unspecified degree of scalp [any part]
94306,9,T2206,10,Burn of unspecified degree of scapular region
T2206,10,T2206,10,Burn of unspecified degree of scapular region
94305,9,T2205,10,Burn of unspecified degree of shoulder
T2205,10,T2205,10,Burn of unspecified degree of shoulder
94402,9,T2301,10,Burn of unspecified degree of thumb (nail)
T2301,10,T2301,10,Burn of unspecified degree of thumb (nail)
94501,9,T2503,10,Burn of unspecified degree of toe(s) (nail)
T2503,10,T2503,10,Burn of unspecified degree of toe(s) (nail)
94200,9,T2100,10,"Burn of unspecified degree of trunk, unspecified site"
T2100,10,T2100,10,"Burn of unspecified degree of trunk, unspecified site"
94303,9,T2203,10,Burn of unspecified degree of upper arm
T2203,10,T2203,10,Burn of unspecified degree of upper arm
94407,9,T2307,10,Burn of unspecified degree of wrist
T2307,10,T2307,10,Burn of unspecified degree of wrist
9405,9,T262,10,Burn with resulting rupture and destruction of eyeball
T262,10,T262,10,Burn with resulting rupture and destruction of eyeball
V798,10,V798,10,Bus occupant (driver) (passenger) injured in other specified transport accidents
V7988,10,V798,10,Bus occupant (driver) (passenger) injured in other specified transport accidents
7994,9,R64,10,Cachexia
R64,10,R64,10,Cachexia
72673,9,M773,10,Calcaneal spur
M773,10,M773,10,Calcaneal spur
