icd_code,icd_version,long_title
D165,10,Benign neoplasm of lower jaw bone
2290,9,Benign neoplasm of lymph nodes
D360,10,Benign neoplasm of lymph nodes
2102,9,Benign neoplasm of major salivary glands
D11,10,Benign neoplasm of major salivary glands
2125,9,Benign neoplasm of mediastinum
D152,10,Benign neoplasm of mediastinum
2107,9,Benign neoplasm of nasopharynx
D106,10,Benign neoplasm of nasopharynx
2104,9,Benign neoplasm of other and unspecified parts of mouth
D103,10,Benign neoplasm of other and unspecified parts of mouth
2106,9,Benign neoplasm of other parts of oropharynx
D105,10,Benign neoplasm of other parts of oropharynx
2298,9,Benign neoplasm of other specified sites
D367,10,Benign neoplasm of other specified sites
220,9,Benign neoplasm of ovary
D27,10,Benign neoplasm of ovary
2271,9,Benign neoplasm of parathyroid gland
D351,10,Benign neoplasm of parathyroid gland
2221,9,Benign neoplasm of penis
D290,10,Benign neoplasm of penis
2109,9,"Benign neoplasm of pharynx, unspecified"
D109,10,"Benign neoplasm of pharynx, unspecified"
2274,9,Benign neoplasm of pineal gland
D354,10,Benign neoplasm of pineal gland
2222,9,Benign neoplasm of prostate
D291,10,Benign neoplasm of prostate
2231,9,Benign neoplasm of renal pelvis
D301,10,Benign neoplasm of renal pelvis
2245,9,Benign neoplasm of retina
D312,10,Benign neoplasm of retina
2134,9,Benign neoplasm of scapula and long bones of upper limb
D160,10,Benign neoplasm of scapula and long bones of upper limb
2224,9,Benign neoplasm of scrotum
D294,10,Benign neoplasm of scrotum
2138,9,Benign neoplasm of short bones of lower limb
D163,10,Benign neoplasm of short bones of lower limb
2135,9,Benign neoplasm of short bones of upper limb
D161,10,Benign neoplasm of short bones of upper limb
2253,9,Benign neoplasm of spinal cord
D334,10,Benign neoplasm of spinal cord
2254,9,Benign neoplasm of spinal meninges
D321,10,Benign neoplasm of spinal meninges
2111,9,Benign neoplasm of stomach
D131,10,Benign neoplasm of stomach
2220,9,Benign neoplasm of testis
D292,10,Benign neoplasm of testis
2126,9,Benign neoplasm of thymus
D150,10,Benign neoplasm of thymus
2101,9,Benign neoplasm of tongue
D101,10,Benign neoplasm of tongue
2105,9,Benign neoplasm of tonsil
D104,10,Benign neoplasm of tonsil
2122,9,Benign neoplasm of trachea
D142,10,Benign neoplasm of trachea
2232,9,Benign neoplasm of ureter
D302,10,Benign neoplasm of ureter
22381,9,Benign neoplasm of urethra
D304,10,Benign neoplasm of urethra
2211,9,Benign neoplasm of vagina
D281,10,Benign neoplasm of vagina
2212,9,Benign neoplasm of vulva
D280,10,Benign neoplasm of vulva
33393,9,Benign shuddering attacks
G2583,10,Benign shuddering attacks
2650,9,Beriberi
E511,10,Beriberi
28244,9,Beta thalassemia
D561,10,Beta thalassemia
7914,9,Biliuria
R822,10,Biliuria
29680,9,"Bipolar disorder, unspecified"
F319,10,"Bipolar disorder, unspecified"
1113,9,Black piedra
B363,10,Black piedra
1160,9,Blastomycosis
B40,10,Blastomycosis
37434,9,Blepharochalasis
H023,10,Blepharochalasis
37446,9,Blepharophimosis
H0252,10,Blepharophimosis
33381,9,Blepharospasm
G245,10,Blepharospasm
99932,9,Bloodstream infection due to central venous catheter
T80211,10,Bloodstream infection due to central venous catheter
30183,9,Borderline personality disorder
F603,10,Borderline personality disorder
0051,9,Botulism food poisoning
A051,10,Botulism food poisoning
73621,9,Boutonniere deformity
M2002,10,Boutonniere deformity
05911,9,Bovine stomatitis
B0861,10,Bovine stomatitis
34882,9,Brain death
G9382,10,Brain death
37906,9,Brawny scleritis
H1502,10,Brawny scleritis
T8421,10,Breakdown (mechanical) of internal fixation device of other bones
T84218,10,Breakdown (mechanical) of internal fixation device of other bones
T8431,10,"Breakdown (mechanical) of other bone devices, implants and grafts"
T84318,10,"Breakdown (mechanical) of other bone devices, implants and grafts"
T8251,10,Breakdown (mechanical) of other cardiac and vascular devices and implants
T82518,10,Breakdown (mechanical) of other cardiac and vascular devices and implants
T8441,10,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts"
T84418,10,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts"
T8531,10,"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts"
T85318,10,"Breakdown (mechanical) of other ocular prosthetic devices, implants and grafts"
T8341,10,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
T83418,10,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
T8561,10,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts"
T85618,10,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts"
T8311,10,Breakdown (mechanical) of other urinary devices and implants
T83118,10,Breakdown (mechanical) of other urinary devices and implants
T8231,10,Breakdown (mechanical) of other vascular grafts
T82318,10,Breakdown (mechanical) of other vascular grafts
490,9,"Bronchitis, not specified as acute or chronic"
J40,10,"Bronchitis, not specified as acute or chronic"
0239,9,"Brucellosis, unspecified"
A239,10,"Brucellosis, unspecified"
0200,9,Bubonic plague
A200,10,Bubonic plague
I820,10,Budd-Chiari syndrome
4530,9,Budd-chiari syndrome
30751,9,Bulimia nervosa
F502,10,Bulimia nervosa
37123,9,Bullous keratopathy
H181,10,Bullous keratopathy
38401,9,Bullous myringitis
H7301,10,Bullous myringitis
7271,9,Bunion
M2161,10,Bunion
9472,9,Burn of esophagus
T281,10,Burn of esophagus
9470,9,Burn of mouth and pharynx
T280,10,Burn of mouth and pharynx
94203,9,Burn of unspecified degree of abdominal wall
T2102,10,Burn of unspecified degree of abdominal wall
94503,9,Burn of unspecified degree of ankle
T2501,10,Burn of unspecified degree of ankle
94304,9,Burn of unspecified degree of axilla
T2204,10,Burn of unspecified degree of axilla
94406,9,Burn of unspecified degree of back of hand
T2306,10,Burn of unspecified degree of back of hand
94104,9,Burn of unspecified degree of chin
T2003,10,Burn of unspecified degree of chin
94302,9,Burn of unspecified degree of elbow
T2202,10,Burn of unspecified degree of elbow
94502,9,Burn of unspecified degree of foot
T2502,10,Burn of unspecified degree of foot
94301,9,Burn of unspecified degree of forearm
T2201,10,Burn of unspecified degree of forearm
94107,9,Burn of unspecified degree of forehead and cheek
T2006,10,Burn of unspecified degree of forehead and cheek
94400,9,"Burn of unspecified degree of hand, unspecified site"
T2300,10,"Burn of unspecified degree of hand, unspecified site"
94505,9,Burn of unspecified degree of knee
T2402,10,Burn of unspecified degree of knee
94103,9,Burn of unspecified degree of lip(s)
T2002,10,Burn of unspecified degree of lip(s)
94504,9,Burn of unspecified degree of lower leg
T2403,10,Burn of unspecified degree of lower leg
94108,9,Burn of unspecified degree of neck
T2007,10,Burn of unspecified degree of neck
94105,9,Burn of unspecified degree of nose (septum)
T2004,10,Burn of unspecified degree of nose (septum)
94405,9,Burn of unspecified degree of palm
T2305,10,Burn of unspecified degree of palm
94106,9,Burn of unspecified degree of scalp [any part]
T2005,10,Burn of unspecified degree of scalp [any part]
94306,9,Burn of unspecified degree of scapular region
T2206,10,Burn of unspecified degree of scapular region
94305,9,Burn of unspecified degree of shoulder
T2205,10,Burn of unspecified degree of shoulder
94402,9,Burn of unspecified degree of thumb (nail)
T2301,10,Burn of unspecified degree of thumb (nail)
94501,9,Burn of unspecified degree of toe(s) (nail)
T2503,10,Burn of unspecified degree of toe(s) (nail)
94200,9,"Burn of unspecified degree of trunk, unspecified site"
T2100,10,"Burn of unspecified degree of trunk, unspecified site"
94303,9,Burn of unspecified degree of upper arm
T2203,10,Burn of unspecified degree of upper arm
94407,9,Burn of unspecified degree of wrist
T2307,10,Burn of unspecified degree of wrist
9405,9,Burn with resulting rupture and destruction of eyeball
T262,10,Burn with resulting rupture and destruction of eyeball
V798,10,Bus occupant (driver) (passenger) injured in other specified transport accidents
V7988,10,Bus occupant (driver) (passenger) injured in other specified transport accidents
7994,9,Cachexia
R64,10,Cachexia
72673,9,Calcaneal spur
M773,10,Calcaneal spur
5942,9,Calculus in urethra
N211,10,Calculus in urethra
5920,9,Calculus of kidney
N200,10,Calculus of kidney
5949,9,"Calculus of lower urinary tract, unspecified"
N219,10,"Calculus of lower urinary tract, unspecified"
6020,9,Calculus of prostate
N420,10,Calculus of prostate
5921,9,Calculus of ureter
N201,10,Calculus of ureter
11281,9,Candidal endocarditis
B376,10,Candidal endocarditis
11285,9,Candidal enteritis
B3782,10,Candidal enteritis
11284,9,Candidal esophagitis
B3781,10,Candidal esophagitis
11283,9,Candidal meningitis
B375,10,Candidal meningitis
11282,9,Candidal otitis externa
B3784,10,Candidal otitis externa
1122,9,Candidiasis of other urogenital sites
B374,10,Candidiasis of other urogenital sites
1121,9,Candidiasis of vulva and vagina
B373,10,Candidiasis of vulva and vagina
F1218,10,Cannabis abuse with other cannabis-induced disorder
F12188,10,Cannabis abuse with other cannabis-induced disorder
30523,9,"Cannabis abuse, in remission"
F1211,10,"Cannabis abuse, in remission"
F1228,10,Cannabis dependence with other cannabis-induced disorder
F12288,10,Cannabis dependence with other cannabis-induced disorder
30433,9,"Cannabis dependence, in remission"
F1221,10,"Cannabis dependence, in remission"
F1298,10,"Cannabis use, unspecified with other cannabis-induced disorder"
F12988,10,"Cannabis use, unspecified with other cannabis-induced disorder"
61183,9,Capsular contracture of breast implant
T8544,10,Capsular contracture of breast implant
V498,10,Car occupant (driver) (passenger) injured in other specified transport accidents
V4988,10,Car occupant (driver) (passenger) injured in other specified transport accidents
L0283,10,Carbuncle of other sites
L02838,10,Carbuncle of other sites
2592,9,Carcinoid syndrome
E340,10,Carcinoid syndrome
2337,9,Carcinoma in situ of bladder
D090,10,Carcinoma in situ of bladder
2330,9,Carcinoma in situ of breast
D05,10,Carcinoma in situ of breast
2312,9,Carcinoma in situ of bronchus and lung
D022,10,Carcinoma in situ of bronchus and lung
2331,9,Carcinoma in situ of cervix uteri
D06,10,Carcinoma in situ of cervix uteri
2303,9,Carcinoma in situ of colon
D010,10,Carcinoma in situ of colon
2301,9,Carcinoma in situ of esophagus
D001,10,Carcinoma in situ of esophagus
2340,9,Carcinoma in situ of eye
D092,10,Carcinoma in situ of eye
2310,9,Carcinoma in situ of larynx
D020,10,Carcinoma in situ of larynx
2309,9,Carcinoma in situ of other and unspecified digestive organs
D01,10,Carcinoma in situ of other and unspecified digestive organs
2336,9,Carcinoma in situ of other and unspecified male genital organs
D076,10,Carcinoma in situ of other and unspecified male genital organs
2307,9,Carcinoma in situ of other and unspecified parts of intestine
D014,10,Carcinoma in situ of other and unspecified parts of intestine
2339,9,Carcinoma in situ of other and unspecified urinary organs
D091,10,Carcinoma in situ of other and unspecified urinary organs
2348,9,Carcinoma in situ of other specified sites
D098,10,Carcinoma in situ of other specified sites
2335,9,Carcinoma in situ of penis
D074,10,Carcinoma in situ of penis
2334,9,Carcinoma in situ of prostate
D075,10,Carcinoma in situ of prostate
2304,9,Carcinoma in situ of rectum
D012,10,Carcinoma in situ of rectum
2320,9,Carcinoma in situ of skin of lip
D040,10,Carcinoma in situ of skin of lip
2327,9,"Carcinoma in situ of skin of lower limb, including hip"
D047,10,"Carcinoma in situ of skin of lower limb, including hip"
2323,9,Carcinoma in situ of skin of other and unspecified parts of face
D043,10,Carcinoma in situ of skin of other and unspecified parts of face
2326,9,"Carcinoma in situ of skin of upper limb, including shoulder"
D046,10,"Carcinoma in situ of skin of upper limb, including shoulder"
2302,9,Carcinoma in situ of stomach
D002,10,Carcinoma in situ of stomach
2311,9,Carcinoma in situ of trachea
D021,10,Carcinoma in situ of trachea
4275,9,Cardiac arrest
I46,10,Cardiac arrest
77985,9,Cardiac arrest of newborn
P2981,10,Cardiac arrest of newborn
4233,9,Cardiac tamponade
I314,10,Cardiac tamponade
78551,9,Cardiogenic shock
R570,10,Cardiogenic shock
4293,9,Cardiomegaly
I517,10,Cardiomegaly
0939,9,"Cardiovascular syphilis, unspecified"
A5200,10,"Cardiovascular syphilis, unspecified"
27782,9,Carnitine deficiency due to inborn errors of metabolism
E7142,10,Carnitine deficiency due to inborn errors of metabolism
3540,9,Carpal tunnel syndrome
G560,10,Carpal tunnel syndrome
Z223,10,Carrier of other specified bacterial diseases
Z2239,10,Carrier of other specified bacterial diseases
V0254,9,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
Z22322,10,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
V0253,9,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
Z22321,10,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
0783,9,Cat-scratch disease
A281,10,Cat-scratch disease
V4561,9,Cataract extraction status
Z984,10,Cataract extraction status
36633,9,Cataract with neovascularization
H2621,10,Cataract with neovascularization
7387,9,Cauliflower ear
M951,10,Cauliflower ear
35571,9,Causalgia of lower limb
G577,10,Causalgia of lower limb
3544,9,Causalgia of upper limb
G564,10,Causalgia of upper limb
4474,9,Celiac artery compression syndrome
I774,10,Celiac artery compression syndrome
5790,9,Celiac disease
K900,10,Celiac disease
L0381,10,Cellulitis of other sites
L03818,10,Cellulitis of other sites
0201,9,Cellulocutaneous plague
A201,10,Cellulocutaneous plague
37003,9,Central corneal ulcer
H1601,10,Central corneal ulcer
3380,9,Central pain syndrome
G890,10,Central pain syndrome
38421,9,Central perforation of tympanic membrane
H720,10,Central perforation of tympanic membrane
36231,9,Central retinal artery occlusion
H341,10,Central retinal artery occlusion
36235,9,Central retinal vein occlusion
H3481,10,Central retinal vein occlusion
32727,9,Central sleep apnea in conditions classified elsewhere
G4737,10,Central sleep apnea in conditions classified elsewhere
52455,9,Centric occlusion maximum intercuspation discrepancy
M2655,10,Centric occlusion maximum intercuspation discrepancy
3344,9,Cerebellar ataxia in diseases classified elsewhere
G3281,10,Cerebellar ataxia in diseases classified elsewhere
4373,9,"Cerebral aneurysm, nonruptured"
I671,10,"Cerebral aneurysm, nonruptured"
4370,9,Cerebral atherosclerosis
I672,10,Cerebral atherosclerosis
3480,9,Cerebral cysts
G930,10,Cerebral cysts
3485,9,Cerebral edema
G936,10,Cerebral edema
75244,9,Cervical duplication
Q51820,10,Cervical duplication
79505,9,Cervical high risk human papillomavirus (HPV) DNA test positive
R87810,10,Cervical high risk human papillomavirus (HPV) DNA test positive
7562,9,Cervical rib
Q765,10,Cervical rib
61884,9,Cervical stump prolapse
N8185,10,Cervical stump prolapse
7231,9,Cervicalgia
M542,10,Cervicalgia
7232,9,Cervicocranial syndrome
M530,10,Cervicocranial syndrome
1239,9,"Cestode infection, unspecified"
B719,10,"Cestode infection, unspecified"
3732,9,Chalazion
H001,10,Chalazion
0990,9,Chancroid
A57,10,Chancroid
7828,9,Changes in skin texture
R234,10,Changes in skin texture
78650,9,"Chest pain, unspecified"
R079,10,"Chest pain, unspecified"
9915,9,Chilblains
T691,10,Chilblains
31535,9,Childhood onset fluency disorder
F8081,10,Childhood onset fluency disorder
78064,9,Chills (without fever)
R6883,10,Chills (without fever)
7480,9,Choanal atresia
Q300,10,Choanal atresia
5761,9,Cholangitis
K830,10,Cholangitis
57510,9,"Cholecystitis, unspecified"
K819,10,"Cholecystitis, unspecified"
56781,9,Choleperitonitis
K653,10,Choleperitonitis
0019,9,"Cholera, unspecified"
A009,10,"Cholera, unspecified"
38531,9,Cholesteatoma of attic
H710,10,Cholesteatoma of attic
38021,9,Cholesteatoma of external ear
H604,10,Cholesteatoma of external ear
