icd_block,proc_block,n_hadm,proc_desc
204,039,2,"Upper Arteries, Drainage"
204,451,2,Transabdominal endoscopy of small intestine
204,966,2,Enteral infusion of concentrated nutritional substances
204,173,1,Laparoscopic multiple segmental resection of large intestine
204,174,1,Open robotic assisted procedure
205,389,12,Arterial catheterization
205,992,10,Injection or infusion of platelet inhibitor
205,413,9,Biopsy of bone marrow
205,991,5,Injection or infusion of thrombolytic agent
205,452,3,Transabdominal endoscopy of large intestine
205,332,2,Thoracoscopic lung biopsy
205,410,2,"Bone marrow transplant, not otherwise specified"
205,451,2,Transabdominal endoscopy of small intestine
205,482,2,Transabdominal proctosigmoidoscopy
205,861,2,Closed biopsy of skin and subcutaneous tissue
207,314,1,Tracheoscopy through artificial stoma
207,389,1,Arterial catheterization
207,413,1,Biopsy of bone marrow
207,861,1,Closed biopsy of skin and subcutaneous tissue
207,991,1,Injection or infusion of thrombolytic agent
207,992,1,Injection or infusion of platelet inhibitor
209,324,2,Thoracoscopic lobectomy of lung
209,332,2,Thoracoscopic lung biopsy
209,403,2,Regional lymph node excision
209,451,2,Transabdominal endoscopy of small intestine
209,529,2,Cannulation of pancreatic duct
209,887,2,Diagnostic ultrasound of head and neck
209,039,1,"Upper Arteries, Drainage"
209,174,1,Open robotic assisted procedure
209,210,1,"Control of epistaxis, not otherwise specified"
209,349,1,Thoracentesis
210,273,1,Local excision or destruction of lesion or tissue of bony palate
210,274,1,Labial frenectomy
211,452,26,Transabdominal endoscopy of large intestine
211,451,24,Transabdominal endoscopy of small intestine
211,454,22,Excision of lesion or tissue of large intestine
211,389,9,Arterial catheterization
211,990,7,Perioperative autologous transfusion of whole blood or blood components
211,457,5,Open and other multiple segmental resection of large intestine
211,885,5,"Angiocardiography, not otherwise specified"
211,332,4,Thoracoscopic lung biopsy
211,434,4,Endoscopic excision or destruction of lesion or tissue of stomach
211,887,4,Diagnostic ultrasound of head and neck
212,389,3,Arterial catheterization
212,885,3,"Angiocardiography, not otherwise specified"
212,372,2,Noninvasive programmed electrical stimulation [NIPS]
212,373,2,Pericardiectomy
212,396,2,Extracorporeal circulation auxiliary to open heart surgery
212,332,1,Thoracoscopic lung biopsy
212,352,1,Open and other replacement of unspecified heart valve
212,356,1,Repair of unspecified septal defect of heart with tissue graft
212,361,1,"Aortocoronary bypass for heart revascularization, not otherwise specified"
212,413,1,Biopsy of bone marrow
213,389,1,Arterial catheterization
213,776,1,"Local excision of lesion or tissue of bone, unspecified site"
213,960,1,Insertion of nasopharyngeal airway
213,966,1,Enteral infusion of concentrated nutritional substances
213,967,1,Continuous invasive mechanical ventilation of unspecified duration
214,030,1,Removal of foreign body from spinal canal
214,048,1,"Peripheral nerve injection, not otherwise specified"
214,173,1,Laparoscopic multiple segmental resection of large intestine
214,340,1,Incision of chest wall
214,389,1,Arterial catheterization
214,434,1,Endoscopic excision or destruction of lesion or tissue of stomach
214,451,1,Transabdominal endoscopy of small intestine
214,534,1,Other and open repair of umbilical hernia with graft or prosthesis
215,545,3,Laparoscopic lysis of peritoneal adhesions
215,039,1,"Upper Arteries, Drainage"
215,389,1,Arterial catheterization
215,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
215,512,1,Other partial cholecystectomy
215,542,1,Laparoscopy
215,543,1,Excision or destruction of lesion or tissue of abdominal wall or umbilicus
215,549,1,Percutaneous abdominal drainage
215,573,1,Cystoscopy through artificial stoma
215,656,1,Other removal of both ovaries and tubes at same operative episode
216,034,1,Excision or destruction of lesion of spinal cord or spinal meninges
216,863,1,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
217,536,1,Other open incisional hernia repair with graft or prosthesis
217,545,1,Laparoscopic lysis of peritoneal adhesions
218,684,14,Laparoscopic total abdominal hysterectomy
218,573,9,Cystoscopy through artificial stoma
218,656,8,Other removal of both ovaries and tubes at same operative episode
218,545,5,Laparoscopic lysis of peritoneal adhesions
218,992,4,Injection or infusion of platelet inhibitor
218,682,3,Division of endometrial synechiae
218,683,3,Laparoscopic supracervical hysterectomy [LSH]
218,685,3,Laparoscopically assisted vaginal hysterectomy (LAVH)
218,741,3,Low cervical cesarean section
218,990,3,Perioperative autologous transfusion of whole blood or blood components
220,542,2,Laparoscopy
220,549,2,Percutaneous abdominal drainage
220,573,2,Cystoscopy through artificial stoma
220,656,2,Other removal of both ovaries and tubes at same operative episode
220,684,2,Laparoscopic total abdominal hysterectomy
220,039,1,"Upper Arteries, Drainage"
220,389,1,Arterial catheterization
220,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
220,545,1,Laparoscopic lysis of peritoneal adhesions
220,652,1,Marsupialization of ovarian cyst
223,174,1,Open robotic assisted procedure
223,554,1,Partial nephrectomy
225,015,6,"Peripheral Nervous System, Destruction"
225,021,2,"Heart and Great Vessels, Bypass"
225,033,2,Spinal tap
225,389,2,Arterial catheterization
225,960,2,Insertion of nasopharyngeal airway
225,966,2,Enteral infusion of concentrated nutritional substances
225,967,2,Continuous invasive mechanical ventilation of unspecified duration
225,009,1,"Central Nervous System and Cranial Nerves, Drainage"
225,332,1,Thoracoscopic lung biopsy
225,431,1,Percutaneous [endoscopic] gastrostomy [PEG]
226,062,1,Unilateral thyroid lobectomy
227,076,3,"Partial excision of pituitary gland, transfrontal approach"
227,004,1,Procedure on single vessel
227,033,1,Spinal tap
227,048,1,"Peripheral nerve injection, not otherwise specified"
227,064,1,Complete thyroidectomy
227,068,1,Complete parathyroidectomy
227,332,1,Thoracoscopic lung biopsy
227,349,1,Thoracentesis
227,380,1,"Incision of vessel, unspecified site"
227,389,1,Arterial catheterization
228,389,3,Arterial catheterization
228,451,2,Transabdominal endoscopy of small intestine
228,452,2,Transabdominal endoscopy of large intestine
228,960,2,Insertion of nasopharyngeal airway
228,967,2,Continuous invasive mechanical ventilation of unspecified duration
228,033,1,Spinal tap
228,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
228,413,1,Biopsy of bone marrow
228,501,1,Closed (percutaneous) [needle] biopsy of liver
228,511,1,Endoscopic retrograde cholangiopancreatography [ERCP]
232,861,1,Closed biopsy of skin and subcutaneous tissue
232,942,1,Narcoanalysis
233,573,3,Cystoscopy through artificial stoma
233,684,3,Laparoscopic total abdominal hysterectomy
233,854,3,Unilateral simple mastectomy
233,859,2,Aspiration of breast
233,402,1,Excision of deep cervical lymph node
233,545,1,Laparoscopic lysis of peritoneal adhesions
233,656,1,Other removal of both ovaries and tubes at same operative episode
233,671,1,Endocervical biopsy
233,853,1,Unilateral reduction mammoplasty
233,857,1,Total breast reconstruct
235,451,3,Transabdominal endoscopy of small intestine
235,518,2,Dilation of sphincter of Oddi
235,887,2,Diagnostic ultrasound of head and neck
235,389,1,Arterial catheterization
235,397,1,Endovascular implantation of other graft in abdominal aorta
235,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
235,452,1,Transabdominal endoscopy of large intestine
235,511,1,Endoscopic retrograde cholangiopancreatography [ERCP]
235,521,1,Closed [aspiration] [needle] [percutaneous] biopsy of pancreas
235,884,1,"Arteriography using contrast material, unspecified site"
236,544,1,Excision or destruction of peritoneal tissue
236,656,1,Other removal of both ovaries and tubes at same operative episode
236,684,1,Laparoscopic total abdominal hysterectomy
237,451,2,Transabdominal endoscopy of small intestine
237,452,1,Transabdominal endoscopy of large intestine
237,511,1,Endoscopic retrograde cholangiopancreatography [ERCP]
237,518,1,Dilation of sphincter of Oddi
237,887,1,Diagnostic ultrasound of head and neck
238,389,17,Arterial catheterization
238,991,9,Injection or infusion of thrombolytic agent
238,451,6,Transabdominal endoscopy of small intestine
238,332,5,Thoracoscopic lung biopsy
238,372,5,Noninvasive programmed electrical stimulation [NIPS]
238,413,5,Biopsy of bone marrow
238,452,5,Transabdominal endoscopy of large intestine
238,887,4,Diagnostic ultrasound of head and neck
238,966,4,Enteral infusion of concentrated nutritional substances
238,967,4,Continuous invasive mechanical ventilation of unspecified duration
239,389,2,Arterial catheterization
239,454,1,Excision of lesion or tissue of large intestine
239,457,1,Open and other multiple segmental resection of large intestine
239,462,1,"Ileostomy, not otherwise specified"
239,991,1,Injection or infusion of thrombolytic agent
240,011,1,Intracranial pressure monitoring
240,022,1,Ventriculostomy
240,065,1,"Lower Veins, Destruction"
240,404,1,"Radical neck dissection, not otherwise specified"
240,870,1,Pneumoencephalogram
240,935,1,Application of plaster jacket
241,332,5,Thoracoscopic lung biopsy
241,389,5,Arterial catheterization
241,966,5,Enteral infusion of concentrated nutritional substances
241,967,4,Continuous invasive mechanical ventilation of unspecified duration
241,064,3,Complete thyroidectomy
241,314,3,Tracheoscopy through artificial stoma
241,065,2,"Lower Veins, Destruction"
241,324,2,Thoracoscopic lobectomy of lung
241,342,2,Thoracoscopic pleural biopsy
241,431,2,Percutaneous [endoscopic] gastrostomy [PEG]
242,389,9,Arterial catheterization
242,967,4,Continuous invasive mechanical ventilation of unspecified duration
242,887,3,Diagnostic ultrasound of head and neck
242,960,3,Insertion of nasopharyngeal airway
242,966,3,Enteral infusion of concentrated nutritional substances
242,332,2,Thoracoscopic lung biopsy
242,352,2,Open and other replacement of unspecified heart valve
242,372,2,Noninvasive programmed electrical stimulation [NIPS]
242,396,2,Extracorporeal circulation auxiliary to open heart surgery
242,874,2,Computerized axial tomography of thorax
244,389,133,Arterial catheterization
244,885,45,"Angiocardiography, not otherwise specified"
244,372,40,Noninvasive programmed electrical stimulation [NIPS]
244,966,37,Enteral infusion of concentrated nutritional substances
244,967,35,Continuous invasive mechanical ventilation of unspecified duration
244,451,33,Transabdominal endoscopy of small intestine
244,399,31,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
244,884,30,"Arteriography using contrast material, unspecified site"
244,004,29,Procedure on single vessel
244,960,27,Insertion of nasopharyngeal airway
245,389,2,Arterial catheterization
245,413,1,Biopsy of bone marrow
245,501,1,Closed (percutaneous) [needle] biopsy of liver
245,512,1,Other partial cholecystectomy
245,518,1,Dilation of sphincter of Oddi
245,545,1,Laparoscopic lysis of peritoneal adhesions
245,573,1,Cystoscopy through artificial stoma
245,598,1,Ureteral catheterization
245,776,1,"Local excision of lesion or tissue of bone, unspecified site"
245,808,1,"Other local excision or destruction of lesion of joint, unspecified site"
246,007,1,"Central Nervous System and Cranial Nerves, Dilation"
246,008,1,"Central Nervous System and Cranial Nerves, Division"
246,389,1,Arterial catheterization
246,485,1,Abd-perineal rect resect
246,598,1,Ureteral catheterization
246,705,1,Repair of cystocele and rectocele
246,709,1,Other operations on vagina
246,793,1,"Open reduction of fracture with internal fixation, unspecified site"
246,803,1,"Biopsy of joint structure, unspecified site"
246,807,1,"Synovectomy, unspecified site"
249,389,6,Arterial catheterization
249,992,5,Injection or infusion of platelet inhibitor
249,004,2,Procedure on single vessel
249,006,2,Insertion of drug-eluting stent(s) of superficial femoral artery
249,372,2,Noninvasive programmed electrical stimulation [NIPS]
249,885,2,"Angiocardiography, not otherwise specified"
249,967,2,Continuous invasive mechanical ventilation of unspecified duration
249,005,1,"Central Nervous System and Cranial Nerves, Destruction"
249,009,1,"Central Nervous System and Cranial Nerves, Drainage"
249,175,1,"Implantation of rechargeable cardiac contractility modulation [CCM], total system"
250,389,285,Arterial catheterization
250,399,172,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
250,004,105,Procedure on single vessel
250,885,95,"Angiocardiography, not otherwise specified"
250,372,91,Noninvasive programmed electrical stimulation [NIPS]
250,884,85,"Arteriography using contrast material, unspecified site"
250,967,81,Continuous invasive mechanical ventilation of unspecified duration
250,451,64,Transabdominal endoscopy of small intestine
250,960,59,Insertion of nasopharyngeal airway
250,862,58,Excision of pilonidal cyst or sinus
251,389,8,Arterial catheterization
251,967,3,Continuous invasive mechanical ventilation of unspecified duration
251,033,2,Spinal tap
251,992,2,Injection or infusion of platelet inhibitor
251,174,1,Open robotic assisted procedure
251,399,1,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
251,413,1,Biopsy of bone marrow
251,415,1,Total splenectomy
251,451,1,Transabdominal endoscopy of small intestine
251,525,1,Proximal pancreatectomy
252,389,8,Arterial catheterization
252,399,7,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)
252,004,3,Procedure on single vessel
252,033,3,Spinal tap
252,068,2,Complete parathyroidectomy
252,361,2,"Aortocoronary bypass for heart revascularization, not otherwise specified"
252,395,2,Angioplasty of other non-coronary vessel(s)
252,396,2,Extracorporeal circulation auxiliary to open heart surgery
252,549,2,Percutaneous abdominal drainage
252,884,2,"Arteriography using contrast material, unspecified site"
