block,icd_code,n_hadm,long_title
03S,03SQ0ZZ,1,"Reposition Left Vertebral Artery, Open Approach"
03U,03UL0KZ,2,"Supplement Left Internal Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
03U,03U407Z,1,"Supplement Left Subclavian Artery with Autologous Tissue Substitute, Open Approach"
03U,03UJ0KZ,1,"Supplement Left Common Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
03U,03UK0JZ,1,"Supplement Right Internal Carotid Artery with Synthetic Substitute, Open Approach"
03U,03UK0KZ,1,"Supplement Right Internal Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
03U,03UL0JZ,1,"Supplement Left Internal Carotid Artery with Synthetic Substitute, Open Approach"
03U,03UM0KZ,1,"Supplement Right External Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
03U,03UN0KZ,1,"Supplement Left External Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
03V,03VG3DZ,17,"Restriction of Intracranial Artery with Intraluminal Device, Percutaneous Approach"
03V,03VL3DZ,8,"Restriction of Left Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
03V,03VK3DZ,6,"Restriction of Right Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
03V,03VG0CZ,5,"Restriction of Intracranial Artery with Extraluminal Device, Open Approach"
03V,03VG3HZ,2,"Restriction of Intracranial Artery with Intraluminal Device, Flow Diverter, Percutaneous Approach"
03V,03V13DZ,1,"Restriction of Left Internal Mammary Artery with Intraluminal Device, Percutaneous Approach"
03V,03VL3HZ,1,"Restriction of Left Internal Carotid Artery with Intraluminal Device, Flow Diverter, Percutaneous Approach"
03V,03VN3DZ,1,"Restriction of Left External Carotid Artery with Intraluminal Device, Percutaneous Approach"
03V,03VQ3DZ,1,"Restriction of Left Vertebral Artery with Intraluminal Device, Percutaneous Approach"
03V,03VR3DZ,1,"Restriction of Face Artery with Intraluminal Device, Percutaneous Approach"
040,0401,1,Excision of acoustic neuroma
040,0404,1,Other incision of cranial and peripheral nerves
040,0407,1,Other excision or avulsion of cranial and peripheral nerves
041,04100JK,2,"Bypass Abdominal Aorta to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach"
041,041K0JJ,2,"Bypass Right Femoral Artery to Left Femoral Artery with Synthetic Substitute, Open Approach"
041,041L0JL,2,"Bypass Left Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach"
041,041L0JQ,2,"Bypass Left Femoral Artery to Lower Extremity Artery with Synthetic Substitute, Open Approach"
041,041M09P,2,"Bypass Right Popliteal Artery to Foot Artery with Autologous Venous Tissue, Open Approach"
041,041H0JH,1,"Bypass Right External Iliac Artery to Right Femoral Artery with Synthetic Substitute, Open Approach"
041,041K09L,1,"Bypass Right Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach"
041,041K09M,1,"Bypass Right Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach"
041,041K09N,1,"Bypass Right Femoral Artery to Posterior Tibial Artery with Autologous Venous Tissue, Open Approach"
041,041K0JL,1,"Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach"
041,041K0JQ,1,"Bypass Right Femoral Artery to Lower Extremity Artery with Synthetic Substitute, Open Approach"
041,041K4JJ,1,"Bypass Right Femoral Artery to Left Femoral Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
041,041L09L,1,"Bypass Left Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach"
041,041L09M,1,"Bypass Left Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach"
041,041L09N,1,"Bypass Left Femoral Artery to Posterior Tibial Artery with Autologous Venous Tissue, Open Approach"
041,041L09P,1,"Bypass Left Femoral Artery to Foot Artery with Autologous Venous Tissue, Open Approach"
041,041L0JH,1,"Bypass Left Femoral Artery to Right Femoral Artery with Synthetic Substitute, Open Approach"
041,041L0KP,1,"Bypass Left Femoral Artery to Foot Artery with Nonautologous Tissue Substitute, Open Approach"
043,043,2,Suture of cranial and peripheral nerves
044,0443,6,Release of carpal tunnel
044,0449,5,Other peripheral nerve or ganglion decompression or lysis of adhesions
044,0441,2,Decompression of trigeminal nerve root
045,045,1,Cranial or peripheral nerve graft
045,045,1,"Lower Arteries, Destruction"
046,046,1,Transposition of cranial and peripheral nerves
047,047P3ZZ,6,"Dilation of Right Anterior Tibial Artery, Percutaneous Approach"
047,047M3ZZ,5,"Dilation of Right Popliteal Artery, Percutaneous Approach"
047,047Q3ZZ,5,"Dilation of Left Anterior Tibial Artery, Percutaneous Approach"
047,047S3ZZ,4,"Dilation of Left Posterior Tibial Artery, Percutaneous Approach"
047,0479,3,Other neuroplasty
047,047H3DZ,3,"Dilation of Right External Iliac Artery with Intraluminal Device, Percutaneous Approach"
047,047J0DZ,3,"Dilation of Left External Iliac Artery with Intraluminal Device, Open Approach"
047,047K3DZ,3,"Dilation of Right Femoral Artery with Intraluminal Device, Percutaneous Approach"
047,047K3ZZ,3,"Dilation of Right Femoral Artery, Percutaneous Approach"
047,047L3ZZ,3,"Dilation of Left Femoral Artery, Percutaneous Approach"
047,04733ZZ,2,"Dilation of Hepatic Artery, Percutaneous Approach"
047,047H3ZZ,2,"Dilation of Right External Iliac Artery, Percutaneous Approach"
047,047J3DZ,2,"Dilation of Left External Iliac Artery with Intraluminal Device, Percutaneous Approach"
047,047N3DZ,2,"Dilation of Left Popliteal Artery with Intraluminal Device, Percutaneous Approach"
047,047N3ZZ,2,"Dilation of Left Popliteal Artery, Percutaneous Approach"
047,047T3ZZ,2,"Dilation of Right Peroneal Artery, Percutaneous Approach"
047,04733D6,1,"Dilation of Hepatic Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach"
047,04753DZ,1,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Approach"
047,04793DZ,1,"Dilation of Right Renal Artery with Intraluminal Device, Percutaneous Approach"
047,047A3DZ,1,"Dilation of Left Renal Artery with Intraluminal Device, Percutaneous Approach"
047,047C0DZ,1,"Dilation of Right Common Iliac Artery with Intraluminal Device, Open Approach"
047,047C34Z,1,"Dilation of Right Common Iliac Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
047,047C3DZ,1,"Dilation of Right Common Iliac Artery with Intraluminal Device, Percutaneous Approach"
047,047C3ZZ,1,"Dilation of Right Common Iliac Artery, Percutaneous Approach"
047,047D0DZ,1,"Dilation of Left Common Iliac Artery with Intraluminal Device, Open Approach"
047,047D0ZZ,1,"Dilation of Left Common Iliac Artery, Open Approach"
047,047F3DZ,1,"Dilation of Left Internal Iliac Artery with Intraluminal Device, Percutaneous Approach"
047,047H0DZ,1,"Dilation of Right External Iliac Artery with Intraluminal Device, Open Approach"
047,047H34Z,1,"Dilation of Right External Iliac Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
047,047J0ZZ,1,"Dilation of Left External Iliac Artery, Open Approach"
047,047K0DZ,1,"Dilation of Right Femoral Artery with Intraluminal Device, Open Approach"
047,047K346,1,"Dilation of Right Femoral Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach"
047,047K34Z,1,"Dilation of Right Femoral Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
047,047K3D1,1,"Dilation of Right Femoral Artery with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
047,047L04Z,1,"Dilation of Left Femoral Artery with Drug-eluting Intraluminal Device, Open Approach"
047,047L0DZ,1,"Dilation of Left Femoral Artery with Intraluminal Device, Open Approach"
047,047L0EZ,1,"Dilation of Left Femoral Artery with Two Intraluminal Devices, Open Approach"
047,047L3EZ,1,"Dilation of Left Femoral Artery with Two Intraluminal Devices, Percutaneous Approach"
047,047M34Z,1,"Dilation of Right Popliteal Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
047,047N04Z,1,"Dilation of Left Popliteal Artery with Drug-eluting Intraluminal Device, Open Approach"
047,047N3EZ,1,"Dilation of Left Popliteal Artery with Two Intraluminal Devices, Percutaneous Approach"
047,047R3ZZ,1,"Dilation of Right Posterior Tibial Artery, Percutaneous Approach"
047,047S3DZ,1,"Dilation of Left Posterior Tibial Artery with Intraluminal Device, Percutaneous Approach"
047,047T341,1,"Dilation of Right Peroneal Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
047,047T3Z6,1,"Dilation of Right Peroneal Artery, Bifurcation, Percutaneous Approach"
048,0481,20,Injection of anesthetic into peripheral nerve for analgesia
049,0493,3,Removal of peripheral neurostimulator lead(s)
049,0492,1,Implantation or replacement of peripheral neurostimulator lead(s)
04B,04BK0ZZ,2,"Excision of Right Femoral Artery, Open Approach"
04C,04CL0ZZ,9,"Extirpation of Matter from Left Femoral Artery, Open Approach"
04C,04CK0ZZ,5,"Extirpation of Matter from Right Femoral Artery, Open Approach"
04C,04CQ0ZZ,3,"Extirpation of Matter from Left Anterior Tibial Artery, Open Approach"
04C,04CH3ZZ,2,"Extirpation of Matter from Right External Iliac Artery, Percutaneous Approach"
04C,04CK3ZZ,2,"Extirpation of Matter from Right Femoral Artery, Percutaneous Approach"
04C,04CM3ZZ,2,"Extirpation of Matter from Right Popliteal Artery, Percutaneous Approach"
04C,04C00ZZ,1,"Extirpation of Matter from Abdominal Aorta, Open Approach"
04C,04C33ZZ,1,"Extirpation of Matter from Hepatic Artery, Percutaneous Approach"
04C,04C50ZZ,1,"Extirpation of Matter from Superior Mesenteric Artery, Open Approach"
04C,04CC0ZZ,1,"Extirpation of Matter from Right Common Iliac Artery, Open Approach"
04C,04CE0ZZ,1,"Extirpation of Matter from Right Internal Iliac Artery, Open Approach"
04C,04CF0ZZ,1,"Extirpation of Matter from Left Internal Iliac Artery, Open Approach"
04C,04CJ0ZZ,1,"Extirpation of Matter from Left External Iliac Artery, Open Approach"
04C,04CJ3ZZ,1,"Extirpation of Matter from Left External Iliac Artery, Percutaneous Approach"
04C,04CL3ZZ,1,"Extirpation of Matter from Left Femoral Artery, Percutaneous Approach"
04C,04CN0ZZ,1,"Extirpation of Matter from Left Popliteal Artery, Open Approach"
04C,04CP0ZZ,1,"Extirpation of Matter from Right Anterior Tibial Artery, Open Approach"
04C,04CS0ZZ,1,"Extirpation of Matter from Left Posterior Tibial Artery, Open Approach"
04H,04HY32Z,3,"Insertion of Monitoring Device into Lower Artery, Percutaneous Approach"
04H,04HS33Z,1,"Insertion of Infusion Device into Left Posterior Tibial Artery, Percutaneous Approach"
04J,04JY3ZZ,1,"Inspection of Lower Artery, Percutaneous Approach"
04L,04L33DZ,7,"Occlusion of Hepatic Artery with Intraluminal Device, Percutaneous Approach"
04L,04L23DZ,3,"Occlusion of Gastric Artery with Intraluminal Device, Percutaneous Approach"
04L,04L53DZ,2,"Occlusion of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Approach"
04L,04LD3DZ,2,"Occlusion of Left Common Iliac Artery with Intraluminal Device, Percutaneous Approach"
04L,04LF3DU,2,"Occlusion of Left Uterine Artery with Intraluminal Device, Percutaneous Approach"
04L,04L30ZZ,1,"Occlusion of Hepatic Artery, Open Approach"
04L,04L43DZ,1,"Occlusion of Splenic Artery with Intraluminal Device, Percutaneous Approach"
04L,04L63DZ,1,"Occlusion of Right Colic Artery with Intraluminal Device, Percutaneous Approach"
04L,04L93DZ,1,"Occlusion of Right Renal Artery with Intraluminal Device, Percutaneous Approach"
04L,04LE3DT,1,"Occlusion of Right Uterine Artery with Intraluminal Device, Percutaneous Approach"
04L,04LE3DZ,1,"Occlusion of Right Internal Iliac Artery with Intraluminal Device, Percutaneous Approach"
04L,04LF3DZ,1,"Occlusion of Left Internal Iliac Artery with Intraluminal Device, Percutaneous Approach"
04L,04LH3DZ,1,"Occlusion of Right External Iliac Artery with Intraluminal Device, Percutaneous Approach"
04L,04LJ3DZ,1,"Occlusion of Left External Iliac Artery with Intraluminal Device, Percutaneous Approach"
04L,04LY3DZ,1,"Occlusion of Lower Artery with Intraluminal Device, Percutaneous Approach"
04P,04PY0JZ,3,"Removal of Synthetic Substitute from Lower Artery, Open Approach"
04P,04PY0YZ,2,"Removal of Other Device from Lower Artery, Open Approach"
04P,04PY0KZ,1,"Removal of Nonautologous Tissue Substitute from Lower Artery, Open Approach"
04Q,04Q00ZZ,1,"Repair Abdominal Aorta, Open Approach"
04Q,04QL0ZZ,1,"Repair Left Femoral Artery, Open Approach"
04R,04R00JZ,3,"Replacement of Abdominal Aorta with Synthetic Substitute, Open Approach"
04U,04UK07Z,2,"Supplement Right Femoral Artery with Autologous Tissue Substitute, Open Approach"
04U,04UL0KZ,2,"Supplement Left Femoral Artery with Nonautologous Tissue Substitute, Open Approach"
04U,04UK0KZ,1,"Supplement Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach"
04U,04UK3KZ,1,"Supplement Right Femoral Artery with Nonautologous Tissue Substitute, Percutaneous Approach"
04U,04UL07Z,1,"Supplement Left Femoral Artery with Autologous Tissue Substitute, Open Approach"
04U,04UL0JZ,1,"Supplement Left Femoral Artery with Synthetic Substitute, Open Approach"
04U,04UL3KZ,1,"Supplement Left Femoral Artery with Nonautologous Tissue Substitute, Percutaneous Approach"
04V,04V03DZ,7,"Restriction of Abdominal Aorta with Intraluminal Device, Percutaneous Approach"
04V,04VE3DZ,4,"Restriction of Right Internal Iliac Artery with Intraluminal Device, Percutaneous Approach"
04V,04V33DZ,3,"Restriction of Hepatic Artery with Intraluminal Device, Percutaneous Approach"
04V,04V43DZ,3,"Restriction of Splenic Artery with Intraluminal Device, Percutaneous Approach"
04V,04V03FZ,2,"Restriction of Abdominal Aorta with Branched or Fenestrated Intraluminal Device, Three or More Arteries, Percutaneous Approach"
04V,04VL3DZ,2,"Restriction of Left Femoral Artery with Intraluminal Device, Percutaneous Approach"
04V,04V00EZ,1,"Restriction of Abdominal Aorta with Branched or Fenestrated Intraluminal Device, One or Two Arteries, Open Approach"
04V,04V03D6,1,"Restriction of Abdominal Aorta, Bifurcation, with Intraluminal Device, Percutaneous Approach"
04V,04V03E6,1,"Restriction of Abdominal Aorta, Bifurcation, with Branched or Fenestrated Intraluminal Device, One or Two Arteries, Percutaneous Approach"
04V,04V03EZ,1,"Restriction of Abdominal Aorta with Branched or Fenestrated Intraluminal Device, One or Two Arteries, Percutaneous Approach"
04V,04V03F6,1,"Restriction of Abdominal Aorta, Bifurcation, with Branched or Fenestrated Intraluminal Device, Three or More Arteries, Percutaneous Approach"
04V,04V04DZ,1,"Restriction of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach"
04V,04V23DZ,1,"Restriction of Gastric Artery with Intraluminal Device, Percutaneous Approach"
04V,04V63DZ,1,"Restriction of Right Colic Artery with Intraluminal Device, Percutaneous Approach"
04V,04VE4DZ,1,"Restriction of Right Internal Iliac Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
04V,04VK3DZ,1,"Restriction of Right Femoral Artery with Intraluminal Device, Percutaneous Approach"
04W,04WY3JZ,2,"Revision of Synthetic Substitute in Lower Artery, Percutaneous Approach"
04W,04WY0JZ,1,"Revision of Synthetic Substitute in Lower Artery, Open Approach"
04W,04WY3DZ,1,"Revision of Intraluminal Device in Lower Artery, Percutaneous Approach"
053,0531,3,Injection of anesthetic into sympathetic nerve for analgesia
053,0532,1,Injection of neurolytic agent into sympathetic nerve
053,0539,1,Other injection into sympathetic nerve or ganglion
057,057A3ZZ,4,"Dilation of Left Brachial Vein, Percutaneous Approach"
057,057F3ZZ,3,"Dilation of Left Cephalic Vein, Percutaneous Approach"
057,057Y3ZZ,3,"Dilation of Upper Vein, Percutaneous Approach"
057,05743DZ,1,"Dilation of Left Innominate Vein with Intraluminal Device, Percutaneous Approach"
057,05753ZZ,1,"Dilation of Right Subclavian Vein, Percutaneous Approach"
057,05773ZZ,1,"Dilation of Right Axillary Vein, Percutaneous Approach"
057,05774ZZ,1,"Dilation of Right Axillary Vein, Percutaneous Endoscopic Approach"
057,05793ZZ,1,"Dilation of Right Brachial Vein, Percutaneous Approach"
057,057C3ZZ,1,"Dilation of Left Basilic Vein, Percutaneous Approach"
057,057D3ZZ,1,"Dilation of Right Cephalic Vein, Percutaneous Approach"
057,057Y3DZ,1,"Dilation of Upper Vein with Intraluminal Device, Percutaneous Approach"
05B,05BL0ZZ,2,"Excision of Intracranial Vein, Open Approach"
05B,05B70ZZ,1,"Excision of Right Axillary Vein, Open Approach"
05B,05B80ZZ,1,"Excision of Left Axillary Vein, Open Approach"
05C,05CY3ZZ,2,"Extirpation of Matter from Upper Vein, Percutaneous Approach"
05C,05C63ZZ,1,"Extirpation of Matter from Left Subclavian Vein, Percutaneous Approach"
05C,05CA3ZZ,1,"Extirpation of Matter from Left Brachial Vein, Percutaneous Approach"
05C,05CF3ZZ,1,"Extirpation of Matter from Left Cephalic Vein, Percutaneous Approach"
05C,05CL0ZZ,1,"Extirpation of Matter from Intracranial Vein, Open Approach"
05C,05CY0ZZ,1,"Extirpation of Matter from Upper Vein, Open Approach"
05H,05HM33Z,17,"Insertion of Infusion Device into Right Internal Jugular Vein, Percutaneous Approach"
05H,05H533Z,11,"Insertion of Infusion Device into Right Subclavian Vein, Percutaneous Approach"
05H,05HN33Z,9,"Insertion of Infusion Device into Left Internal Jugular Vein, Percutaneous Approach"
05H,05H933Z,4,"Insertion of Infusion Device into Right Brachial Vein, Percutaneous Approach"
